obs,pred
-999.0,3.372
5.587,3.792
5.195,3.872
5.129,4.258
4.813,-999.0
5.626,5.384
5.792,5.043
5.134,4.437
5.777,4.385
6.42,3.791
1.727,3.791
1.727,4.145
5.491,5.383
5.87,5.25
5.888,4.52
6.42,3.742
-999.0,3.807
-999.0,4.215
1.727,3.833
2.527,3.736
2.287,3.921
1.727,4.288
2.506,4.639
5.251,5.317
3.705,3.341
2.878,3.987
-999.0,4.371
-999.0,4.458
1.727,3.197
1.727,3.967
2.952,4.563
4.528,4.974
4.666,4.355
1.727,4.371
1.727,4.921
2.59,3.038
2.878,3.787
2.878,3.446
-999.0,4.549
5.574,4.948
5.574,4.784
-999.0,2.12
4.057,3.855
1.727,3.349
1.727,3.996
2.158,2.245
5.487,5.401
5.551,4.712
3.293,3.289
1.727,4.49
1.815,3.55
2.878,3.415
3.043,4.028
5.14,4.815
5.394,4.88
5.327,4.701
-999.0,-999.0
-999.0,4.63
3.474,3.345
2.309,3.024
1.727,3.228
1.727,2.857
1.727,3.075
3.943,4.895
5.259,4.927
3.375,3.931
1.727,3.473
1.727,3.44
2.573,3.549
5.082,4.971
5.349,4.986
5.199,4.673
3.935,4.612
2.878,2.613
-999.0,4.496
-999.0,4.956
-999.0,4.604
-999.0,5.027
1.727,2.291
1.727,2.247
2.499,3.206
1.727,2.947
2.048,3.868
4.801,5.018
4.204,3.814
3.014,3.997
3.463,4.181
2.245,3.957
5.253,4.903
4.917,5.237
4.16,4.669
2.878,3.436
2.878,3.794
4.857,3.936
5.452,5.014
-999.0,5.228
5.328,4.875
-999.0,4.909
-999.0,5.229
2.749,4.433
4.028,4.127
4.809,4.243
2.057,3.629
1.727,4.628
2.843,4.63
5.134,5.099
5.299,4.488
2.007,4.068
1.727,4.456
3.708,4.776
4.769,5.195
4.927,4.99
3.543,3.498
4.442,4.433
4.736,4.977
5.452,4.957
5.452,5.044
5.328,5.259
5.232,3.727
5.087,4.334
4.723,4.869
4.614,4.243
4.774,4.209
5.091,4.572
4.165,4.507
1.986,2.855
3.273,4.237
4.685,4.793
4.053,4.446
1.727,4.512
1.727,4.661
1.727,4.943
4.945,4.502
4.901,4.742
4.817,4.983
4.924,4.867
4.843,4.718
4.826,4.062
-999.0,5.466
-999.0,4.502
4.165,5.207
4.566,4.713
5.25,4.856
5.316,5.129
5.047,4.067
4.458,4.323
5.687,3.97
5.405,4.704
5.512,4.995
5.187,4.802
4.422,4.673
4.398,4.849
-999.0,5.145
5.329,4.944
4.249,3.965
5.329,4.55
5.247,5.285
4.764,4.841
4.931,4.926
4.587,4.258
4.224,4.741
4.254,4.53
-999.0,5.11
4.165,3.843
4.492,4.642
5.18,4.688
5.609,4.33
6.72,4.99
6.725,5.189
5.972,4.781
5.106,4.915
5.06,5.354
5.547,4.859
5.325,4.888
5.087,4.308
4.989,4.901
5.213,4.601
5.175,4.675
5.028,4.797
5.107,4.513
4.825,4.948
5.135,4.904
4.937,4.758
4.58,5.16
4.96,4.917
5.181,4.975
4.879,4.105
-999.0,3.403
4.982,4.689
5.064,4.736
4.554,5.183
5.262,5.189
5.217,5.24
4.869,3.66
4.922,5.105
5.47,5.409
5.184,5.232
4.918,4.987
4.691,4.609
4.669,4.901
5.132,4.647
4.724,5.16
4.505,4.81
4.714,4.426
4.774,4.874
5.135,5.058
4.622,5.324
5.122,5.303
5.076,4.968
4.555,4.52
4.512,4.564
4.515,-999.0
4.35,4.224
4.469,5.189
4.748,5.43
4.973,5.349
5.028,5.138
5.373,4.38
5.78,5.202
5.375,4.91
5.026,5.142
5.2,4.904
4.629,4.056
4.562,4.726
5.184,4.9
4.884,4.773
4.939,4.38
4.711,4.054
4.84,4.201
5.219,4.171
5.707,5.394
5.611,5.266
4.659,4.523
4.738,4.421
4.71,4.542
4.457,4.643
4.554,5.286
5.11,5.088
5.431,5.044
5.683,5.128
5.693,4.963
3.95,4.984
4.902,5.318
4.635,4.8
4.625,4.644
5.111,5.189
4.602,-999.0
4.473,4.889
3.974,4.769
3.703,4.723
4.223,4.207
4.519,4.788
5.393,5.081
5.006,4.854
5.112,4.731
5.001,4.584
4.381,4.239
4.513,5.117
4.554,4.893
4.565,5.331
4.73,5.176
5.186,5.336
4.438,4.81
3.732,4.567
3.369,4.626
3.645,4.819
4.892,4.998
5.347,-999.0
4.866,-999.0
4.488,-999.0
4.069,5.119
2.593,5.077
3.45,4.995
4.901,4.366
5.002,4.456
4.783,5.066
5.472,4.595
4.797,4.714
4.405,4.741
4.629,5.207
4.746,4.593
4.578,5.782
4.721,5.47
4.667,4.233
4.268,4.411
3.968,4.362
4.096,4.563
4.83,-999.0
5.095,-999.0
4.576,-999.0
4.655,-999.0
4.062,-999.0
4.45,4.605
4.486,4.872
4.307,5.009
5.015,4.479
5.002,4.541
-999.0,4.839
4.293,4.265
4.756,4.879
5.555,4.85
4.739,4.833
4.537,5.003
4.184,5.018
4.866,4.991
4.136,5.185
5.142,3.961
4.559,4.802
5.03,4.628
5.262,-999.0
5.213,-999.0
4.905,-999.0
4.909,-999.0
4.481,4.547
5.055,4.06
4.952,4.691
5.074,5.271
5.018,4.968
4.899,4.283
4.096,5.173
4.096,4.59
5.506,4.877
5.233,5.099
4.93,5.129
4.519,5.295
5.026,4.571
-999.0,-999.0
3.308,5.541
4.787,5.055
-999.0,2.523
5.67,3.567
5.193,-999.0
5.071,-999.0
4.762,-999.0
4.446,-999.0
4.577,-999.0
5.202,4.765
4.735,4.81
4.885,4.792
5.013,3.787
4.861,4.689
4.155,4.746
4.184,4.84
4.323,3.279
5.032,4.851
5.186,4.611
5.027,4.566
4.821,4.305
4.673,4.08
4.943,4.836
-999.0,3.594
5.812,4.214
4.693,4.963
4.146,5.152
5.01,4.882
4.98,4.657
5.341,4.478
5.14,4.432
4.9,4.699
5.236,4.9
4.897,4.665
5.358,4.58
5.03,4.065
4.595,4.163
4.633,4.738
4.895,4.249
4.723,5.049
4.404,4.895
4.634,4.218
5.934,4.266
5.934,3.988
5.122,4.194
4.638,4.106
4.848,4.983
5.479,4.807
-999.0,5.11
5.341,4.488
4.909,4.97
4.668,4.878
4.35,4.789
4.408,4.53
4.869,5.088
5.238,5.025
4.733,4.954
4.801,4.566
4.546,4.181
4.539,3.841
4.271,3.187
4.573,4.503
5.161,4.368
5.722,4.229
5.326,4.078
4.638,4.016
4.979,4.683
5.135,4.567
4.75,4.906
4.972,4.739
4.979,4.438
5.505,5.214
6.166,4.842
4.42,3.791
5.071,4.95
5.73,3.687
4.54,4.004
4.477,4.371
4.306,4.33
4.889,3.57
5.11,3.941
5.191,4.117
5.215,3.731
5.36,5.19
4.062,3.863
3.815,3.38
3.359,3.339
3.945,4.85
4.097,5.061
5.1,4.185
5.059,4.463
5.281,4.597
4.825,4.373
4.825,4.461
7.379,4.74
7.379,4.587
4.349,4.221
4.335,5.023
4.692,3.569
5.236,4.149
5.5,5.104
5.407,5.061
5.36,4.33
5.36,4.303
-999.0,-999.0
2.849,3.773
3.054,3.81
3.961,4.888
4.711,5.389
4.754,4.896
5.071,4.756
-999.0,4.322
4.826,3.446
4.825,4.512
4.825,4.242
-999.0,4.769
-999.0,4.044
4.412,4.272
4.467,4.36
4.7,3.968
-999.0,4.917
5.02,4.727
5.118,4.208
-999.0,4.515
-999.0,4.468
0.576,3.278
2.245,3.785
3.463,5.27
1.196,4.357
3.971,5.184
3.841,4.678
1.991,3.845
3.878,4.773
3.878,4.766
4.096,4.813
4.532,4.693
4.516,4.473
4.489,4.177
-999.0,4.017
4.395,4.309
5.097,4.887
4.569,4.105
-999.0,4.524
-999.0,4.812
-999.0,4.361
0.576,2.367
0.576,4.048
0.576,3.61
1.425,1.849
0.576,4.082
0.576,4.184
3.437,4.972
3.829,4.117
4.156,3.888
4.532,4.846
5.323,4.412
5.323,4.09
-999.0,4.84
5.915,4.522
5.525,4.502
5.092,4.989
-999.0,4.794
-999.0,4.822
-999.0,5.052
0.576,2.594
0.576,3.206
0.576,3.55
0.576,4.262
0.576,4.417
1.427,4.258
4.039,4.651
4.163,5.319
5.033,4.628
5.323,4.836
5.323,4.585
-999.0,4.181
-999.0,4.432
4.375,4.309
5.792,4.943
5.792,4.893
5.497,4.635
-999.0,4.772
-999.0,3.833
0.576,3.484
0.576,3.754
0.576,4.218
0.576,3.842
0.576,4.178
2.564,4.409
4.43,5.039
5.323,5.261
3.74,4.836
4.7,4.438
4.7,4.132
4.089,3.559
4.089,4.125
5.78,4.861
5.332,5.046
4.901,4.448
3.523,3.255
3.879,2.265
0.576,4.067
1.235,4.179
1.235,4.388
4.1,4.906
4.302,5.11
2.158,5.311
0.576,4.279
1.845,4.123
4.409,4.882
3.85,4.287
3.068,4.208
3.931,4.294
4.739,4.196
3.795,4.327
3.061,4.239
4.106,3.694
4.153,2.332
3.835,2.711
2.423,3.678
4.39,5.018
4.044,3.486
3.798,4.608
0.576,4.53
0.576,4.311
0.576,2.911
0.576,3.466
1.659,3.937
0.901,3.841
2.207,3.669
4.431,4.464
4.938,3.589
3.187,3.913
3.159,4.407
3.587,3.31
-999.0,3.187
4.806,4.172
-999.0,3.037
3.988,2.524
4.301,3.964
1.92,4.024
0.576,3.22
0.576,3.65
0.576,3.989
0.576,2.978
1.294,3.146
0.576,3.073
1.101,3.607
4.783,4.018
4.434,3.596
4.323,3.505
4.429,4.759
4.479,4.777
-999.0,4.959
5.016,5.052
5.126,5.219
1.328,2.496
0.576,3.746
0.576,3.512
0.576,3.369
0.887,3.931
3.259,4.062
5.481,4.844
3.151,3.652
4.287,4.151
4.402,3.782
4.97,4.543
5.365,4.505
4.845,4.759
3.93,5.11
5.016,4.924
5.523,5.169
-999.0,4.801
0.576,3.253
0.576,4.296
0.576,4.469
2.329,3.296
4.939,4.693
5.177,4.227
4.463,4.637
4.217,4.078
4.845,3.476
5.02,4.272
5.231,3.447
5.396,4.403
5.161,4.134
4.85,4.643
5.475,4.977
-999.0,4.06
4.256,4.182
2.784,4.527
0.576,3.591
0.576,4.26
3.24,4.657
5.203,4.932
5.095,4.462
4.766,5.291
4.225,4.174
4.952,3.999
4.841,4.498
4.777,4.267
5.2,4.25
4.417,4.214
4.064,4.229
5.204,5.003
5.274,4.825
-999.0,5.662
-999.0,5.285
-999.0,5.495
5.29,4.863
5.29,3.618
4.942,4.475
3.979,3.433
0.576,4.133
0.576,3.749
0.861,4.372
4.985,4.059
4.955,5.163
5.262,5.266
4.89,3.608
4.847,4.774
4.469,4.116
4.126,4.531
3.994,4.003
3.95,4.163
4.052,4.258
4.924,4.135
5.012,5.272
-999.0,5.261
4.895,5.332
4.895,5.365
5.09,4.539
5.276,4.58
5.392,3.938
5.41,4.551
5.068,4.932
0.576,4.338
0.576,3.618
0.576,4.748
4.87,5.024
4.725,4.463
4.672,4.895
4.785,3.702
4.286,4.159
4.08,4.318
3.95,3.543
4.036,3.37
4.178,4.272
4.471,4.067
4.178,4.812
4.526,3.798
4.873,4.427
4.108,3.434
4.776,5.18
-999.0,3.93
5.09,4.566
5.09,4.806
5.106,4.582
4.592,3.818
5.347,3.769
4.992,4.627
4.176,4.143
-999.0,4.502
-999.0,4.82
-999.0,4.082
4.885,4.388
5.63,4.223
4.638,5.044
3.926,1.764
-999.0,4.629
-999.0,2.974
-999.0,4.203
5.28,4.561
4.877,4.136
5.017,4.351
4.814,4.403
5.269,4.949
5.277,4.718
5.943,4.87
5.32,3.68
-999.0,-999.0
5.09,4.26
5.09,3.948
5.09,3.594
-999.0,2.737
3.632,2.212
2.0,1.765
-999.0,3.468
6.688,5.118
4.48,5.783
4.687,5.853
-999.0,4.261
7.009,5.132
3.771,5.176
-999.0,4.037
4.504,4.351
4.971,3.8
5.259,4.214
5.263,4.658
5.614,5.134
5.825,4.792
5.502,5.198
5.284,5.287
-999.0,3.772
3.467,3.721
3.957,4.915
5.047,4.611
3.224,3.465
5.143,4.749
5.109,4.924
5.109,4.768
5.066,4.716
4.527,4.887
4.03,4.773
4.954,5.656
5.89,5.5
5.117,4.921
4.205,5.327
-999.0,4.736
-999.0,4.04
4.926,4.257
5.199,4.388
5.263,4.127
5.272,4.043
4.232,5.199
5.156,5.325
5.673,5.494
5.733,4.039
3.467,4.013
2.639,4.915
3.544,4.767
5.032,4.542
4.453,4.802
5.35,4.771
5.109,4.963
4.271,4.576
4.904,4.947
2.683,5.265
4.17,4.939
4.775,5.174
4.68,5.46
4.567,4.905
-999.0,4.367
4.982,3.989
4.949,4.677
5.104,3.773
5.297,4.201
5.072,4.843
4.968,5.108
5.579,5.31
5.877,4.765
5.516,5.283
3.053,4.849
1.311,4.968
2.083,5.188
3.815,3.75
3.936,3.727
5.408,5.511
5.198,4.506
4.03,4.673
4.782,4.846
4.782,5.163
5.543,4.849
5.543,4.838
4.611,5.012
4.557,5.043
5.396,4.748
4.771,3.69
3.927,3.76
4.968,3.414
5.074,3.612
5.716,4.32
5.773,5.04
4.837,4.668
5.454,5.371
-999.0,5.318
4.281,4.613
5.382,5.158
5.107,5.182
4.659,4.19
5.198,3.007
5.228,3.822
5.198,3.96
5.198,4.18
4.971,4.028
5.612,4.583
5.651,4.774
5.511,5.246
5.511,5.706
6.046,5.082
4.455,5.25
5.536,4.351
3.927,4.587
3.927,3.812
4.821,4.241
4.824,4.231
5.023,4.435
5.502,3.83
5.108,5.073
5.031,5.041
4.391,5.365
4.281,4.587
4.281,3.592
3.866,4.733
-999.0,4.468
5.013,3.956
4.944,4.494
5.08,3.802
-999.0,4.003
-999.0,4.071
5.811,5.031
5.811,3.551
5.53,4.172
5.631,5.555
5.956,5.39
6.024,4.505
5.684,4.915
4.941,4.089
3.927,3.692
4.357,3.769
4.554,3.929
-999.0,4.299
5.502,4.486
5.502,5.187
-999.0,4.295
4.557,4.88
4.557,5.314
-999.0,5.0
-999.0,-999.0
-999.0,4.603
4.983,4.333
5.151,3.987
5.192,4.644
5.323,3.761
-999.0,4.327
-999.0,4.369
-999.0,4.667
5.271,4.617
5.553,5.252
5.207,5.285
6.319,4.81
5.597,4.801
5.31,3.753
4.091,4.288
4.242,3.902
4.743,3.924
5.366,4.293
5.495,4.322
5.687,4.443
-999.0,4.123
4.557,2.746
4.557,5.406
5.539,5.367
5.38,4.301
4.924,4.322
4.924,4.039
5.202,4.101
4.811,3.831
5.305,4.063
-999.0,4.22
-999.0,3.986
5.271,5.178
5.271,4.486
5.8,5.259
4.971,5.285
6.597,5.52
5.551,4.278
5.534,3.269
5.377,3.849
4.076,4.204
-999.0,4.122
5.138,4.173
5.555,4.549
5.861,4.705
3.405,4.931
3.778,5.223
5.959,5.606
5.508,5.381
5.676,5.202
-999.0,3.017
-999.0,4.527
5.448,4.007
5.378,4.388
3.972,4.143
4.095,3.773
5.271,5.387
5.271,4.621
5.589,5.121
6.682,5.101
6.491,3.386
5.374,4.314
5.335,5.178
4.56,4.86
4.687,4.556
-999.0,4.609
-999.0,4.409
5.515,4.968
4.881,4.949
7.28,4.85
5.99,5.369
5.308,4.912
4.67,4.681
4.493,4.514
-999.0,5.017
-999.0,3.901
-999.0,3.746
4.404,4.203
5.306,4.199
5.694,4.81
5.594,5.164
6.045,4.871
6.562,4.198
6.551,4.279
5.227,4.832
4.963,4.933
4.755,4.769
4.891,5.387
4.948,4.929
5.114,5.153
5.091,5.017
5.689,4.739
4.842,5.286
5.079,4.896
4.493,4.882
4.493,4.708
4.493,4.508
-999.0,4.474
5.27,4.035
5.27,4.572
5.068,4.148
3.982,4.117
4.687,4.165
5.948,5.319
4.995,5.196
5.128,3.736
4.749,2.776
5.395,4.735
5.113,5.087
5.247,4.94
5.282,4.844
5.119,4.888
5.182,5.015
4.925,5.23
4.844,5.356
4.599,4.462
4.493,4.442
5.478,4.114
-999.0,-999.0
-999.0,2.498
-999.0,3.52
-999.0,4.142
4.933,4.437
4.959,4.713
4.688,4.373
3.541,3.441
-999.0,3.242
5.044,4.435
4.328,4.402
4.179,3.785
4.17,3.428
4.407,4.811
4.942,4.617
5.388,4.892
5.608,4.847
5.322,5.093
5.445,4.729
4.652,4.781
4.64,4.037
5.485,4.975
5.823,4.919
6.978,4.911
-999.0,1.776
-999.0,3.229
4.319,4.191
4.626,4.179
4.933,3.93
4.933,3.971
4.933,4.305
5.893,4.999
4.938,4.947
4.651,4.653
4.622,4.657
5.193,4.539
4.974,4.781
5.051,4.804
5.444,5.077
4.008,4.372
5.476,5.566
4.75,5.187
4.64,5.364
5.582,5.039
4.051,4.731
0.288,3.73
4.319,3.977
-999.0,3.934
5.073,3.654
5.547,3.797
5.174,4.137
4.833,3.991
4.86,4.618
5.31,4.922
5.408,4.937
5.787,4.837
6.665,4.908
6.813,4.631
5.664,4.586
4.12,4.941
0.288,4.738
0.288,4.119
2.125,4.786
0.876,4.623
1.158,4.309
2.482,4.286
1.18,3.628
0.288,3.194
0.288,3.279
-999.0,5.203
-999.0,4.418
5.284,4.513
5.304,4.65
5.081,5.202
5.339,5.029
5.565,4.42
5.573,5.273
7.461,5.029
7.067,4.795
6.861,4.694
6.402,4.142
0.999,3.551
0.288,4.053
0.288,3.943
0.288,3.753
0.288,3.506
0.288,3.244
0.288,4.15
0.288,3.378
0.288,3.362
0.288,3.525
0.288,2.169
3.746,4.223
5.248,3.946
5.116,4.018
5.749,4.119
5.729,3.417
5.7,5.021
6.843,4.574
5.162,5.312
5.244,3.416
5.186,4.698
2.492,3.251
0.288,3.375
0.288,4.056
0.288,1.877
0.288,1.982
0.288,3.351
0.288,4.152
0.288,4.109
0.288,3.426
0.288,2.325
0.288,2.99
3.746,1.882
3.944,4.869
5.846,5.321
6.014,5.268
5.797,5.107
4.917,5.365
6.225,4.543
7.108,4.972
5.468,3.954
5.479,4.797
6.287,4.52
0.863,2.74
0.288,3.402
0.288,3.124
0.288,1.456
0.288,2.085
0.288,3.161
0.288,3.391
0.288,1.906
0.288,2.651
4.141,4.289
4.06,4.18
4.607,4.557
5.17,5.122
6.079,5.005
6.324,4.471
5.558,4.256
7.778,4.42
6.226,4.926
5.574,4.819
5.451,3.664
4.8,4.512
4.239,3.956
0.288,2.729
0.288,3.722
0.288,2.806
0.288,2.874
0.288,3.909
0.288,1.857
0.288,3.26
0.288,2.013
1.144,2.324
0.288,3.413
4.907,4.283
5.573,5.357
5.994,5.266
6.563,5.292
-999.0,4.87
6.394,4.816
6.984,5.124
6.008,4.961
5.141,4.492
5.863,4.841
5.441,4.753
2.195,3.641
0.288,3.297
0.288,3.655
0.288,3.606
0.288,3.894
0.288,2.735
0.288,3.317
0.288,3.262
0.696,1.927
3.732,4.423
3.35,4.164
4.724,5.261
6.291,4.924
5.577,4.171
5.112,4.795
5.855,3.888
-999.0,-999.0
6.312,5.064
6.225,5.066
5.097,4.811
6.008,4.201
6.308,4.718
6.18,4.963
0.661,3.704
0.288,3.577
0.288,3.429
0.288,3.901
0.288,3.885
0.288,1.958
0.288,2.644
2.201,3.079
1.053,4.029
0.288,3.738
0.288,-999.0
-999.0,4.034
5.495,4.234
5.24,4.306
5.155,3.864
6.46,3.975
5.858,3.958
5.092,4.888
5.801,5.287
5.719,4.757
5.754,5.511
4.257,5.522
0.288,3.572
0.288,3.58
0.288,3.418
0.288,3.174
0.288,3.452
0.288,3.403
0.288,3.077
0.288,3.054
0.288,3.315
-999.0,-999.0
-999.0,4.146
5.897,3.968
5.323,4.478
5.507,4.583
6.185,4.83
7.073,5.102
6.972,4.79
5.584,4.883
5.678,5.304
6.09,4.874
6.44,5.244
1.839,4.621
0.288,3.283
0.288,3.841
0.288,3.815
0.288,3.766
0.288,2.969
0.288,2.53
0.288,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
5.62,3.935
5.471,4.397
5.372,5.041
5.72,4.316
5.848,5.239
6.545,4.58
-999.0,4.466
5.842,5.816
5.875,5.24
6.28,4.619
6.165,4.685
5.097,4.903
1.403,3.674
4.05,4.972
0.885,3.722
0.288,3.019
0.288,3.216
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
5.175,4.091
5.471,4.669
5.62,4.804
5.88,4.758
5.624,4.801
5.499,4.913
5.874,4.809
5.254,4.981
5.205,4.831
4.928,5.249
4.635,5.026
4.468,5.015
0.288,3.796
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
4.843,4.498
6.042,3.785
5.175,4.946
-999.0,4.427
5.734,4.727
5.313,4.642
5.291,4.943
5.354,4.97
5.306,4.407
5.485,5.53
5.935,4.99
5.087,5.011
4.82,5.337
5.517,4.652
5.23,5.552
5.393,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
5.577,5.197
6.048,5.207
-999.0,3.633
5.577,3.721
5.667,4.779
5.976,5.241
5.518,5.154
5.347,4.82
5.348,5.116
5.33,5.085
5.043,4.78
5.223,4.742
5.267,4.873
4.97,5.485
5.393,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
5.416,4.982
5.78,4.878
5.442,5.112
-999.0,-999.0
5.358,4.385
5.385,4.68
5.31,4.507
-999.0,4.882
5.681,4.903
5.644,4.641
5.445,4.886
5.349,5.214
5.103,3.794
5.13,4.938
5.229,5.387
-999.0,-999.0
5.72,-999.0
5.72,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,4.448
5.59,5.202
5.826,5.495
5.389,5.319
-999.0,3.333
-999.0,-999.0
5.433,3.837
5.515,4.29
6.518,4.665
5.545,4.23
5.545,4.955
5.589,4.861
5.589,4.585
5.091,5.171
5.158,5.0
5.251,5.098
5.194,5.64
5.421,5.276
-999.0,-999.0
-999.0,-999.0
-999.0,4.619
5.851,5.065
5.851,5.331
5.998,4.74
5.838,4.635
5.734,4.074
-999.0,0.866
3.161,3.811
-999.0,3.768
-999.0,4.217
6.136,4.851
6.065,4.876
5.358,5.0
5.358,5.376
5.245,5.317
5.098,5.334
4.973,5.207
5.352,-999.0
5.194,-999.0
5.194,3.889
-999.0,4.35
-999.0,4.184
5.05,4.742
5.824,5.172
5.427,4.853
4.883,4.264
4.775,3.561
4.775,4.724
4.775,4.583
5.393,4.76
4.721,4.934
4.721,5.267
4.653,5.409
4.895,4.881
5.188,5.344
5.259,4.872
5.213,4.568
5.194,-999.0
-999.0,-999.0
-999.0,4.515
5.755,3.531
5.755,4.478
4.883,4.796
-999.0,2.067
-999.0,4.513
-999.0,3.634
4.083,3.302
4.083,3.516
4.267,5.299
4.448,5.014
4.863,3.95
6.176,-999.0
5.724,4.912
5.269,4.35
-999.0,-999.0
-999.0,4.78
-999.0,4.809
5.755,3.785
5.755,4.104
4.831,3.88
5.041,5.11
5.512,4.162
4.877,4.857
4.083,3.173
-999.0,4.056
-999.0,5.276
3.631,5.175
6.329,5.125
5.809,4.726
5.356,3.773
5.438,5.034
5.463,4.152
-999.0,-999.0
-999.0,3.952
-999.0,3.921
-999.0,-999.0
-999.0,2.073
5.051,4.502
5.051,4.934
5.312,4.816
5.256,4.913
-999.0,-999.0
5.512,5.033
-999.0,2.005
3.744,2.735
-999.0,3.5
-999.0,5.52
-999.0,4.151
5.786,5.244
-999.0,5.157
-999.0,4.686
-999.0,4.114
3.922,3.573
-999.0,3.474
-999.0,2.911
-999.0,-999.0
-999.0,-999.0
5.075,5.111
5.339,5.496
5.555,5.18
5.724,4.974
-999.0,4.331
-999.0,4.34
3.744,3.087
-999.0,3.639
-999.0,2.638
-999.0,5.225
-999.0,4.612
-999.0,5.459
-999.0,5.21
-999.0,5.165
3.922,4.56
3.922,3.42
-999.0,1.562
-999.0,1.891
-999.0,2.766
4.975,3.386
5.087,5.622
5.617,5.445
5.873,4.819
5.873,2.871
-999.0,4.386
3.744,4.987
-999.0,4.965
-999.0,3.724
-999.0,4.684
-999.0,5.22
-999.0,5.359
-999.0,5.073
-999.0,4.673
4.402,5.201
4.722,5.081
5.118,3.672
-999.0,2.919
-999.0,1.891
-999.0,2.288
5.103,4.19
4.474,5.411
5.197,5.403
4.858,4.984
-999.0,-999.0
-999.0,3.638
-999.0,4.455
-999.0,2.469
5.162,1.364
5.162,4.201
-999.0,5.264
-999.0,5.114
5.009,5.259
5.009,5.47
4.373,4.864
5.215,4.334
4.955,3.553
-999.0,-999.0
-999.0,3.476
4.075,3.939
4.324,4.821
5.752,5.044
6.042,4.731
6.16,5.42
-999.0,1.478
-999.0,1.192
-999.0,1.634
5.162,3.329
-999.0,4.041
-999.0,3.508
4.229,5.181
4.619,5.476
4.662,5.21
5.645,4.004
5.877,2.293
-999.0,2.732
4.075,3.602
4.075,4.215
4.075,3.009
5.137,4.874
5.226,4.998
6.183,5.101
3.942,-999.0
-999.0,2.958
-999.0,2.59
-999.0,1.759
-999.0,1.786
-999.0,3.042
-999.0,2.307
4.489,2.662
4.49,4.935
4.373,2.869
-999.0,2.17
-999.0,2.161
-999.0,3.273
4.732,3.142
4.732,4.943
5.015,5.272
5.417,4.917
5.323,4.242
2.787,-999.0
-999.0,4.514
-999.0,2.376
-999.0,2.2
-999.0,1.827
4.165,2.806
-999.0,1.5
-999.0,1.193
5.82,4.821
5.402,4.696
4.562,4.22
4.707,4.869
4.7,5.297
6.379,4.612
5.842,5.048
5.578,5.089
5.715,-999.0
-999.0,3.779
-999.0,2.738
-999.0,2.648
-999.0,2.53
-999.0,3.28
-999.0,1.127
5.961,1.526
5.267,4.693
5.112,3.519
4.9,4.837
-999.0,4.552
-999.0,4.766
6.075,4.66
-999.0,5.054
4.939,5.018
5.249,-999.0
-999.0,4.491
-999.0,2.304
-999.0,2.975
-999.0,2.925
-999.0,1.935
-999.0,-999.0
5.112,2.667
5.112,2.757
5.112,3.179
-999.0,4.162
-999.0,4.316
-999.0,3.757
-999.0,5.233
-999.0,3.469
-999.0,3.998
-999.0,3.052
-999.0,3.705
-999.0,3.183
-999.0,4.399
-999.0,4.606
-999.0,3.206
-999.0,1.513
-999.0,2.103
-999.0,-999.0
-999.0,3.747
-999.0,3.712
-999.0,3.486
-999.0,3.266
-999.0,-999.0
